NIDS LOG INITIALIZED
==================================================
[2026-03-06 20:44:23] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.183 -> DST: 10.0.0.3 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:53:45] PROTOCOL: UDP | LAYER: Transport | SRC: 163.21.119.243 -> DST: 10.0.0.48 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:53:47] PROTOCOL: HTTP | LAYER: Application | SRC: 70.81.47.161 -> DST: 10.0.0.23 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:53:48] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.169 -> DST: 10.0.0.44 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:53:50] PROTOCOL: HTTP | LAYER: Application | SRC: 55.185.238.137 -> DST: 10.0.0.50 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:53:51] PROTOCOL: HTTP | LAYER: Application | SRC: 123.245.214.184 -> DST: 10.0.0.26 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:53:53] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.158 -> DST: 10.0.0.44 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:53:54] PROTOCOL: UDP | LAYER: Transport | SRC: 144.111.110.88 -> DST: 10.0.0.10 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:53:56] PROTOCOL: HTTP | LAYER: Application | SRC: 227.128.191.209 -> DST: 10.0.0.37 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:53:57] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.159 -> DST: 10.0.0.50 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:53:59] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.173 -> DST: 10.0.0.11 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:54:01] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.180 -> DST: 10.0.0.34 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:54:02] PROTOCOL: ICMP | LAYER: Network | SRC: 135.174.166.36 -> DST: 10.0.0.35 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:04] PROTOCOL: TCP | LAYER: Transport | SRC: 233.133.32.129 -> DST: 10.0.0.48 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:05] PROTOCOL: ICMP | LAYER: Network | SRC: 119.121.180.2 -> DST: 10.0.0.7 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:07] PROTOCOL: HTTP | LAYER: Application | SRC: 222.190.129.139 -> DST: 10.0.0.46 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:08] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.174 -> DST: 10.0.0.9 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:10] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.150 -> DST: 10.0.0.8 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:11] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.109 -> DST: 10.0.0.6 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:13] PROTOCOL: ICMP | LAYER: Network | SRC: 37.118.228.235 -> DST: 10.0.0.32 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:14] PROTOCOL: ICMP | LAYER: Network | SRC: 54.237.50.82 -> DST: 10.0.0.29 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:16] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.105 -> DST: 10.0.0.50 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:54:17] PROTOCOL: HTTPS | LAYER: Application | SRC: 123.135.11.88 -> DST: 10.0.0.37 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:19] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.144 -> DST: 10.0.0.37 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:20] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.129 -> DST: 10.0.0.13 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:54:22] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.145 -> DST: 10.0.0.44 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:23] PROTOCOL: UDP | LAYER: Transport | SRC: 150.125.138.34 -> DST: 10.0.0.48 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:25] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.185 -> DST: 10.0.0.50 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:26] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.184 -> DST: 10.0.0.46 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:54:28] PROTOCOL: ICMP | LAYER: Network | SRC: 243.239.125.64 -> DST: 10.0.0.21 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:29] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.116 -> DST: 10.0.0.33 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:54:31] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.166 -> DST: 10.0.0.15 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:54:32] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.113 -> DST: 10.0.0.30 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:54:34] PROTOCOL: ICMP | LAYER: Network | SRC: 226.55.150.50 -> DST: 10.0.0.29 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:35] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.156 -> DST: 10.0.0.6 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:54:37] PROTOCOL: UDP | LAYER: Transport | SRC: 159.195.249.29 -> DST: 10.0.0.17 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:38] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.144 -> DST: 10.0.0.13 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:40] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.123 -> DST: 10.0.0.20 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:54:41] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.189 -> DST: 10.0.0.44 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:43] PROTOCOL: HTTP | LAYER: Application | SRC: 136.129.165.52 -> DST: 10.0.0.47 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:44] PROTOCOL: UDP | LAYER: Transport | SRC: 136.49.170.196 -> DST: 10.0.0.5 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:46] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.142 -> DST: 10.0.0.17 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:54:47] PROTOCOL: ICMP | LAYER: Network | SRC: 156.129.238.125 -> DST: 10.0.0.14 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:49] PROTOCOL: HTTPS | LAYER: Application | SRC: 209.196.13.12 -> DST: 10.0.0.38 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:50] PROTOCOL: UDP | LAYER: Transport | SRC: 244.90.150.13 -> DST: 10.0.0.41 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:54:52] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.119 -> DST: 10.0.0.31 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:53] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.168 -> DST: 10.0.0.23 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:54:55] PROTOCOL: ICMP | LAYER: Network | SRC: 114.114.89.162 -> DST: 10.0.0.27 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:55:28] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.125 -> DST: 10.0.0.34 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:55:29] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.125 -> DST: 10.0.0.13 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:55:31] PROTOCOL: TCP | LAYER: Transport | SRC: 115.120.209.37 -> DST: 10.0.0.29 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:55:32] PROTOCOL: HTTPS | LAYER: Application | SRC: 156.48.137.70 -> DST: 10.0.0.22 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:55:34] PROTOCOL: ICMP | LAYER: Network | SRC: 26.217.43.169 -> DST: 10.0.0.23 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:55:35] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.143 -> DST: 10.0.0.34 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:55:37] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.100 -> DST: 10.0.0.1 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:55:38] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.177 -> DST: 10.0.0.44 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:55:40] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.132 -> DST: 10.0.0.2 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:55:41] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.172 -> DST: 10.0.0.7 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:55:43] PROTOCOL: UDP | LAYER: Transport | SRC: 53.139.195.235 -> DST: 10.0.0.43 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:55:44] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.102 -> DST: 10.0.0.3 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:55:46] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.173 -> DST: 10.0.0.26 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:55:47] PROTOCOL: TCP | LAYER: Transport | SRC: 174.140.41.63 -> DST: 10.0.0.29 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:55:49] PROTOCOL: HTTPS | LAYER: Application | SRC: 51.238.55.232 -> DST: 10.0.0.23 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:55:50] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.145 -> DST: 10.0.0.31 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:55:52] PROTOCOL: UDP | LAYER: Transport | SRC: 134.253.179.89 -> DST: 10.0.0.27 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:55:53] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.173 -> DST: 10.0.0.35 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:55:55] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.147 -> DST: 10.0.0.4 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:55:56] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.100 -> DST: 10.0.0.24 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:55:58] PROTOCOL: ICMP | LAYER: Network | SRC: 244.125.105.35 -> DST: 10.0.0.47 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:55:59] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.149 -> DST: 10.0.0.8 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:56:01] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.153 -> DST: 10.0.0.35 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:56:02] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.157 -> DST: 10.0.0.22 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:56:04] PROTOCOL: TCP | LAYER: Transport | SRC: 159.191.244.80 -> DST: 10.0.0.39 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:05] PROTOCOL: TCP | LAYER: Transport | SRC: 5.134.75.167 -> DST: 10.0.0.41 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:07] PROTOCOL: HTTP | LAYER: Application | SRC: 101.152.101.197 -> DST: 10.0.0.13 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:08] PROTOCOL: UDP | LAYER: Transport | SRC: 187.12.64.225 -> DST: 10.0.0.49 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:10] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.180 -> DST: 10.0.0.19 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:56:11] PROTOCOL: TCP | LAYER: Transport | SRC: 253.4.170.33 -> DST: 10.0.0.37 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:13] PROTOCOL: HTTP | LAYER: Application | SRC: 54.237.45.6 -> DST: 10.0.0.25 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:14] PROTOCOL: UDP | LAYER: Transport | SRC: 190.250.27.173 -> DST: 10.0.0.32 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:16] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.194 -> DST: 10.0.0.16 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:56:18] PROTOCOL: ICMP | LAYER: Network | SRC: 132.11.208.79 -> DST: 10.0.0.42 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:19] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.141 -> DST: 10.0.0.41 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:56:21] PROTOCOL: HTTP | LAYER: Application | SRC: 44.53.212.97 -> DST: 10.0.0.1 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:22] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.130 -> DST: 10.0.0.23 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:56:24] PROTOCOL: HTTPS | LAYER: Application | SRC: 8.36.46.151 -> DST: 10.0.0.22 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:25] PROTOCOL: ICMP | LAYER: Network | SRC: 206.46.199.169 -> DST: 10.0.0.45 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:27] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.132 -> DST: 10.0.0.50 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:56:28] PROTOCOL: ICMP | LAYER: Network | SRC: 82.148.144.238 -> DST: 10.0.0.36 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:30] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.129 -> DST: 10.0.0.15 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:56:31] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.183 -> DST: 10.0.0.28 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:56:33] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.174 -> DST: 10.0.0.43 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:56:34] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.183 -> DST: 10.0.0.23 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:56:36] PROTOCOL: HTTP | LAYER: Application | SRC: 149.131.123.51 -> DST: 10.0.0.12 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:37] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.132 -> DST: 10.0.0.44 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:56:39] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.110 -> DST: 10.0.0.19 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:56:40] PROTOCOL: HTTP | LAYER: Application | SRC: 49.183.205.64 -> DST: 10.0.0.43 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:42] PROTOCOL: HTTPS | LAYER: Application | SRC: 51.218.52.105 -> DST: 10.0.0.4 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:43] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.180 -> DST: 10.0.0.7 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:56:45] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.110 -> DST: 10.0.0.31 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:56:46] PROTOCOL: HTTP | LAYER: Application | SRC: 180.50.192.234 -> DST: 10.0.0.28 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:48] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.184 -> DST: 10.0.0.27 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:56:49] PROTOCOL: UDP | LAYER: Transport | SRC: 12.28.73.125 -> DST: 10.0.0.24 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:51] PROTOCOL: UDP | LAYER: Transport | SRC: 225.97.233.172 -> DST: 10.0.0.42 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:52] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.136 -> DST: 10.0.0.14 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:56:54] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.183 -> DST: 10.0.0.38 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:56:55] PROTOCOL: ICMP | LAYER: Network | SRC: 202.41.157.109 -> DST: 10.0.0.30 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:56:57] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.194 -> DST: 10.0.0.34 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:56:58] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.160 -> DST: 10.0.0.34 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:57:00] PROTOCOL: HTTP | LAYER: Application | SRC: 95.156.42.42 -> DST: 10.0.0.27 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:01] PROTOCOL: UDP | LAYER: Transport | SRC: 211.161.240.65 -> DST: 10.0.0.22 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:03] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.124 -> DST: 10.0.0.42 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:57:04] PROTOCOL: HTTPS | LAYER: Application | SRC: 227.103.98.140 -> DST: 10.0.0.47 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:06] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.121 -> DST: 10.0.0.22 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:57:07] PROTOCOL: ICMP | LAYER: Network | SRC: 187.15.223.97 -> DST: 10.0.0.47 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:09] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.150 -> DST: 10.0.0.18 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:57:10] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.200 -> DST: 10.0.0.25 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:57:12] PROTOCOL: TCP | LAYER: Transport | SRC: 152.150.36.139 -> DST: 10.0.0.5 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:13] PROTOCOL: ICMP | LAYER: Network | SRC: 153.73.143.146 -> DST: 10.0.0.25 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:15] PROTOCOL: HTTPS | LAYER: Application | SRC: 68.165.59.21 -> DST: 10.0.0.1 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:16] PROTOCOL: ICMP | LAYER: Network | SRC: 148.162.221.25 -> DST: 10.0.0.12 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:18] PROTOCOL: TCP | LAYER: Transport | SRC: 187.246.41.11 -> DST: 10.0.0.48 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:19] PROTOCOL: HTTP | LAYER: Application | SRC: 130.64.79.166 -> DST: 10.0.0.24 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:21] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.190 -> DST: 10.0.0.31 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:57:22] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.129 -> DST: 10.0.0.36 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:57:24] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.135 -> DST: 10.0.0.13 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:57:25] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.138 -> DST: 10.0.0.47 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:57:27] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.102 -> DST: 10.0.0.34 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:57:28] PROTOCOL: TCP | LAYER: Transport | SRC: 221.207.22.164 -> DST: 10.0.0.43 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:30] PROTOCOL: HTTP | LAYER: Application | SRC: 40.30.59.98 -> DST: 10.0.0.7 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:31] PROTOCOL: HTTPS | LAYER: Application | SRC: 23.114.33.189 -> DST: 10.0.0.38 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:33] PROTOCOL: ICMP | LAYER: Network | SRC: 69.232.36.219 -> DST: 10.0.0.39 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:34] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.164 -> DST: 10.0.0.28 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:57:36] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.157 -> DST: 10.0.0.12 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:57:38] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.135 -> DST: 10.0.0.30 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:57:39] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.124 -> DST: 10.0.0.5 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:57:41] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.163 -> DST: 10.0.0.18 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:57:42] PROTOCOL: HTTPS | LAYER: Application | SRC: 236.245.111.2 -> DST: 10.0.0.30 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:44] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.120 -> DST: 10.0.0.35 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 20:57:45] PROTOCOL: TCP | LAYER: Transport | SRC: 66.128.235.168 -> DST: 10.0.0.16 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:47] PROTOCOL: UDP | LAYER: Transport | SRC: 30.254.136.171 -> DST: 10.0.0.16 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:48] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.137 -> DST: 10.0.0.48 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:57:50] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.192 -> DST: 10.0.0.7 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:57:51] PROTOCOL: UDP | LAYER: Transport | SRC: 130.59.205.250 -> DST: 10.0.0.41 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:53] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.174 -> DST: 10.0.0.36 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:57:54] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.163 -> DST: 10.0.0.23 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:57:56] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.158 -> DST: 10.0.0.21 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:57:57] PROTOCOL: UDP | LAYER: Transport | SRC: 111.252.225.84 -> DST: 10.0.0.44 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:57:59] PROTOCOL: TCP | LAYER: Transport | SRC: 71.222.236.192 -> DST: 10.0.0.44 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:00] PROTOCOL: ICMP | LAYER: Network | SRC: 6.31.34.32 -> DST: 10.0.0.8 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:02] PROTOCOL: HTTP | LAYER: Application | SRC: 124.44.65.63 -> DST: 10.0.0.29 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:03] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.106 -> DST: 10.0.0.37 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:58:05] PROTOCOL: TCP | LAYER: Transport | SRC: 119.40.68.54 -> DST: 10.0.0.9 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:06] PROTOCOL: UDP | LAYER: Transport | SRC: 121.147.161.221 -> DST: 10.0.0.46 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:08] PROTOCOL: HTTP | LAYER: Application | SRC: 176.227.90.192 -> DST: 10.0.0.18 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:09] PROTOCOL: TCP | LAYER: Transport | SRC: 175.247.97.180 -> DST: 10.0.0.20 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:11] PROTOCOL: UDP | LAYER: Transport | SRC: 27.193.184.9 -> DST: 10.0.0.19 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:12] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.110 -> DST: 10.0.0.44 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:58:14] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.136 -> DST: 10.0.0.11 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:58:15] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.101 -> DST: 10.0.0.28 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 20:58:17] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.171 -> DST: 10.0.0.15 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 20:58:18] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.126 -> DST: 10.0.0.49 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 20:58:20] PROTOCOL: ICMP | LAYER: Network | SRC: 250.237.4.139 -> DST: 10.0.0.34 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:21] PROTOCOL: HTTPS | LAYER: Application | SRC: 104.228.41.19 -> DST: 10.0.0.25 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:23] PROTOCOL: ICMP | LAYER: Network | SRC: 166.232.29.189 -> DST: 10.0.0.16 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 20:58:24] PROTOCOL: TCP | LAYER: Transport | SRC: 29.252.163.66 -> DST: 10.0.0.49 | ATTACK: Normal | MALICIOUS: False
